6392B6C5FB53
source,time,hwid,type,samples,maxRSSI,mean,stddev
6392B6C5FB53,1502474790,9A34ECDEA99E,2,29,-60,-63.069,1.16285
6392B6C5FB53,1502474850,9A34ECDEA99E,2,27,-61,-62.8148,1.24149
6392B6C5FB53,1502474850,459F7A08D5D7,2,29,-68,-69.3793,0.978841
6392B6C5FB53,1502474850,5D358CDAED0D,2,30,-43,-43.0333,0.182574
6392B6C5FB53,1502474850,F9632B2DFC58,2,27,-66,-67.1111,0.847319
6392B6C5FB53,1502474850,9A34ECDEA99E,2,27,-61,-62.8148,1.24149
6392B6C5FB53,1502474850,459F7A08D5D7,2,29,-68,-69.3793,0.978841
6392B6C5FB53,1502474850,5D358CDAED0D,2,30,-43,-43.0333,0.182574
6392B6C5FB53,1502474850,F9632B2DFC58,2,27,-66,-67.1111,0.847319
6392B6C5FB53,1502474910,9A34ECDEA99E,2,32,-60,-62.5312,1.21773
6392B6C5FB53,1502474910,459F7A08D5D7,2,29,-68,-68.8965,0.724314
6392B6C5FB53,1502474910,5D358CDAED0D,2,29,-43,-43.0345,0.185696
6392B6C5FB53,1502474910,F9632B2DFC58,2,28,-66,-67.3572,1.02611
6392B6C5FB53,1502474970,F9632B2DFC58,2,28,-66,-67.3214,0.818922
6392B6C5FB53,1502474970,5D358CDAED0D,2,30,-42,-43.2,0.484236
6392B6C5FB53,1502474970,9A34ECDEA99E,2,27,-62,-63.4444,0.933699
6392B6C5FB53,1502474970,459F7A08D5D7,2,27,-66,-68.0741,0.916764
6392B6C5FB53,1502475030,459F7A08D5D7,2,28,-66,-68.25,1.93649
6392B6C5FB53,1502475030,F9632B2DFC58,2,29,-66,-66.8276,0.759183
