6392B6C5FB53
time,hwid,type,samples,maxRSSI,mean,stddev
  (1502292573, '459F7A08D5D7', 2, 28, -63, -64.78571319580078, 1.3705122470855713)
  (1502292573, '9A34ECDEA99E', 2, 24, -64, -68.16666412353516, 3.459914445877075)
  (1502292573, 'F9632B2DFC58', 2, 27, -71, -73.22222900390625, 1.476306438446045)]]
[[ (1502292633, '2D1032CDC2EC', 3, 30, -37, -37.43333053588867, 0.5040063261985779)
  (1502292633, '459F7A08D5D7', 2, 29, -63, -64.27586364746094, 0.882226824760437)
  (1502292633, '9A34ECDEA99E', 2, 23, -66, -73.5652084350586, 3.8117804527282715)
  (1502292633, 'F9632B2DFC58', 2, 28, -71, -74.14286041259766, 1.6491122245788574)]]
[[ (1502292693, '2D1032CDC2EC', 3, 29, -35, -36.965511322021484, 0.9442600011825562)
  (1502292693, '459F7A08D5D7', 2, 28, -63, -64.07142639160156, 0.8997349143028259)
  (1502292693, '9A34ECDEA99E', 2, 26, -64, -72.15385437011719, 5.049295902252197)
  (1502292693, 'F9632B2DFC58', 2, 28, -71, -75.28571319580078, 1.6297502517700195)]]
[[ (1502292753, '2D1032CDC2EC', 3, 30, -34, -36.86666488647461, 1.0742543935775757)
  (1502292753, '459F7A08D5D7', 2, 28, -63, -64.78570556640625, 0.875896155834198)
  (1502292753, '9A34ECDEA99E', 2, 28, -66, -70.75000762939453, 3.777369260787964)
  (1502292753, 'DAD655CD510A', 2, 29, -55, -57.000003814697266, 1.5352983474731445)]]
[[ (1502292813, '2D1032CDC2EC', 3, 30, -35, -36.56666564941406, 0.9714316129684448)
  (1502292813, '459F7A08D5D7', 2, 26, -62, -67.11538696289062, 4.917943000793457)
  (1502292813, '9A34ECDEA99E', 2, 29, -65, -72.72415161132812, 4.139503479003906)
  (1502292813, 'F9632B2DFC58', 2, 25, -70, -71.63999938964844, 1.220657467842102)]]
[[ (1502292873, '2D1032CDC2EC', 3, 30, -36, -37.666664123535156, 0.8022944331169128)
  (1502292873, '459F7A08D5D7', 2, 28, -63, -67.21428680419922, 1.2279798984527588)
  (1502292873, '9A34ECDEA99E', 2, 28, -66, -68.39285278320312, 1.791734218597412)
  (1502292873, 'DAD655CD510A', 2, 29, -57, -60.27585983276367, 1.6452645063400269)]]
[[ (1502292933, '2D1032CDC2EC', 3, 30, -37, -38.333335876464844, 0.7580981254577637)
  (1502292933, '459F7A08D5D7', 2, 28, -65, -66.32141876220703, 0.8629658818244934)
  (1502292933, '9A34ECDEA99E', 2, 28, -67, -69.53571319580078, 1.8152073621749878)
  (1502292933, 'F9632B2DFC58', 2, 29, -71, -73.79310607910156, 1.4237595796585083)]]
[[ (1502292993, '2D1032CDC2EC', 3, 30, -36, -37.29999542236328, 0.595963180065155)
  (1502292993, '459F7A08D5D7', 2, 29, -64, -65.68965911865234, 0.8905630707740784)
  (1502292993, '9A34ECDEA99E', 2, 27, -64, -68.14813995361328, 2.4290482997894287)
  (1502292993, 'F9632B2DFC58', 2, 28, -70, -73.21429443359375, 1.9313665628433228)]]
[[ (1502293053, '2D1032CDC2EC', 3, 30, -36, -37.20000076293945, 0.9613207578659058)
  (1502293053, '9A34ECDEA99E', 2, 28, -64, -67.75000762939453, 1.8584126234054565)
  (1502293053, 'F9632B2DFC58', 2, 28, -71, -73.10714721679688, 1.6179407835006714)
  (1502293053, '5D358CDAED0D', 2, 30, -46, -46.83332824707031, 0.7466390132904053)]]
[[ (1502293113, '2D1032CDC2EC', 3, 30, -36, -37.366668701171875, 0.7648901343345642)
  (1502293113, '459F7A08D5D7', 2, 25, -65, -66.92001342773438, 1.2220202684402466)
  (1502293113, '9A34ECDEA99E', 2, 27, -67, -69.96296691894531, 2.848503351211548)
  (1502293113, 'F9632B2DFC58', 2, 27, -72, -73.4444351196289, 0.8473185300827026)]]
[[ (1502293173, '2D1032CDC2EC', 3, 30, -36, -37.733333587646484, 0.9071881175041199)
  (1502293173, '459F7A08D5D7', 2, 29, -65, -66.06895446777344, 0.7526636719703674)
  (1502293173, '9A34ECDEA99E', 2, 28, -64, -67.35713958740234, 1.5205800533294678)
  (1502293173, 'F9632B2DFC58', 2, 26, -71, -74.26923370361328, 1.2508459091186523)]]
[[ (1502293233, '2D1032CDC2EC', 3, 30, -37, -37.83332824707031, 0.7466386556625366)
  (1502293233, '459F7A08D5D7', 2, 26, -64, -66.80769348144531, 1.4147576093673706)
  (1502293233, '9A34ECDEA99E', 2, 28, -63, -66.85714721679688, 2.811537265777588)
  (1502293233, 'F9632B2DFC58', 2, 27, -71, -73.18518829345703, 2.0575757026672363)]]
[[ (1502293293, '2D1032CDC2EC', 3, 29, -36, -37.517242431640625, 0.9863595366477966)
  (1502293293, '459F7A08D5D7', 2, 29, -66, -68.03450012207031, 1.1796725988388062)
  (1502293293, '9A34ECDEA99E', 2, 29, -67, -71.03447723388672, 2.227789878845215)
  (1502293293, 'F9632B2DFC58', 2, 28, -73, -74.96429443359375, 1.5026448965072632)]]
[[ (1502293353, '2D1032CDC2EC', 3, 30, -36, -37.96666717529297, 0.889918327331543)
  (1502293353, '459F7A08D5D7', 2, 28, -67, -68.85713958740234, 1.9947011470794678)
  (1502293353, '9A34ECDEA99E', 2, 29, -65, -68.75862884521484, 2.3399505615234375)
